player_name,nationality,is_retired,backed_up_at
Shahid Afridi,Pakistan,,2026-04-23T13:39:47Z
Shahid Nazir,Pakistan,,2026-04-23T13:39:47Z
Shahriar Nafees,Bangladesh,,2026-04-23T13:39:47Z
Shakib Al Hasan,Bangladesh,,2026-04-23T13:39:47Z
Shamsur Rahman,Bangladesh,,2026-04-23T13:39:47Z
Shan Masood,Pakistan,,2026-04-23T13:39:47Z
Sharjeel Khan,Pakistan,,2026-04-23T13:39:47Z
Shoaib Akhtar,Pakistan,,2026-04-23T13:39:47Z
Shoaib Bashir,,,2026-04-23T13:39:47Z
Shoaib Malik,Pakistan,,2026-04-23T13:39:47Z
Shoriful Islam,Bangladesh,,2026-04-23T13:39:47Z
Shubman Gill,India,,2026-04-23T13:39:47Z
Shuvagata Hom,Bangladesh,,2026-04-23T13:39:47Z
SI Mahmood,England,,2026-04-23T13:39:47Z
Sikandar Raza,Zimbabwe,,2026-04-23T13:39:47Z
SIR Dunkley,England,,2026-04-23T13:39:47Z
SJ Andrews,,,2026-04-23T13:39:47Z
SJ Benn,West Indies,,2026-04-23T13:39:47Z
SJ Cook,England,,2026-04-23T13:39:47Z
SJ Coyte,Australia,,2026-04-23T13:39:47Z
SJ Elliott,England,,2026-04-23T13:39:47Z
SJ Erwee,South Africa,,2026-04-23T13:39:47Z
SJ Harmison,England,,2026-04-23T13:39:47Z
SJ Taylor,England,,2026-04-23T13:39:47Z
SK Raina,India,,2026-04-23T13:39:47Z
SK Warne,Australia,,2026-04-23T13:39:47Z
SL Malinga,Sri Lanka,,2026-04-23T13:39:47Z
SM Boland,Australia,,2026-04-23T13:39:47Z
SM Curran,England,,2026-04-23T13:39:47Z
SM Ervine,Zimbabwe,,2026-04-23T13:39:47Z
SM Katich,Australia,,2026-04-23T13:39:47Z
SM Pollock,South Africa,,2026-04-23T13:39:47Z
SM Warnapura,Sri Lanka,,2026-04-23T13:39:47Z
SMSM Senanayake,Sri Lanka,,2026-04-23T13:39:47Z
SN Khan,India,,2026-04-23T13:39:47Z
SN Thakur,India,,2026-04-23T13:39:47Z
SNJ O'Keefe,Australia,,2026-04-23T13:39:47Z
SO Dowrich,West Indies,,2026-04-23T13:39:47Z
SO Hetmyer,West Indies,,2026-04-23T13:39:47Z
Sohag Gazi,Bangladesh,,2026-04-23T13:39:47Z
Sohail Khan,Pakistan,,2026-04-23T13:39:47Z
Sohail Tanvir,Pakistan,,2026-04-23T13:39:47Z
Soumya Sarkar,Bangladesh,,2026-04-23T13:39:47Z
SP Fleming,New Zealand,,2026-04-23T13:39:47Z
SP Jones,England,,2026-04-23T13:39:47Z
SP Narine,West Indies,,2026-04-23T13:39:47Z
SPD Smith,Australia,,2026-04-23T13:39:47Z
SR Clark,Australia,,2026-04-23T13:39:47Z
SR Harmer,South Africa,,2026-04-23T13:39:47Z
SR Patel,England,,2026-04-23T13:39:47Z
SR Tendulkar,India,,2026-04-23T13:39:47Z
SR Thompson,Ireland,,2026-04-23T13:39:47Z
SR Watson,Australia,,2026-04-23T13:39:47Z
SR Waugh,Australia,,2026-04-23T13:39:47Z
SS Cottrell,West Indies,,2026-04-23T13:39:47Z
SS Das,India,,2026-04-23T13:39:47Z
SS Iyer,India,,2026-04-23T13:39:47Z
SSJ Brooks,West Indies,,2026-04-23T13:39:47Z
ST Doheny,Ireland,,2026-04-23T13:39:47Z
ST Finn,England,,2026-04-23T13:39:47Z
ST Gabriel,West Indies,,2026-04-23T13:39:47Z
ST Jayasuriya,Sri Lanka,,2026-04-23T13:39:47Z
STR Binny,India,,2026-04-23T13:39:47Z
Subashis Roy,Bangladesh,,2026-04-23T13:39:47Z
Suhrawadi Shuvo,Bangladesh,,2026-04-23T13:39:47Z
Sunzamul Islam,Bangladesh,,2026-04-23T13:39:47Z
SV Carlisle,Zimbabwe,,2026-04-23T13:39:47Z
SV Collyer,,,2026-04-23T13:39:47Z
SW Ambris,West Indies,,2026-04-23T13:39:47Z
SW Billings,England,,2026-04-23T13:39:47Z
SW Masakadza,Zimbabwe,,2026-04-23T13:39:47Z
SW Tait,Australia,,2026-04-23T13:39:47Z
Syed Rasel,Bangladesh,,2026-04-23T13:39:47Z
T Bavuma,South Africa,,2026-04-23T13:39:47Z
T Bhatia,India,,2026-04-23T13:39:47Z
T Brits,South Africa,,2026-04-23T13:39:47Z
T Chanderpaul,West Indies,,2026-04-23T13:39:47Z
T de Zorzi,South Africa,,2026-04-23T13:39:47Z
T Duffin,Zimbabwe,,2026-04-23T13:39:47Z
T Gwandu,Zimbabwe,,2026-04-23T13:39:47Z
T Kaitano,Zimbabwe,,2026-04-23T13:39:47Z
T Kamungozi,Zimbabwe,,2026-04-23T13:39:47Z
T Makoni,Zimbabwe,,2026-04-23T13:39:47Z
T Maruma,Zimbabwe,,2026-04-23T13:39:47Z
T Murphy,Australia,,2026-04-23T13:39:47Z
T Natarajan,India,,2026-04-23T13:39:47Z
T Panyangara,Zimbabwe,,2026-04-23T13:39:47Z
T Shamsi,South Africa,,2026-04-23T13:39:47Z
T Stubbs,South Africa,,2026-04-23T13:39:47Z
T Taibu,Zimbabwe,,2026-04-23T13:39:47Z
T Thushara,Sri Lanka,,2026-04-23T13:39:47Z
T Westley,England,,2026-04-23T13:39:47Z
TA Blundell,New Zealand,,2026-04-23T13:39:47Z
TA Boult,New Zealand,,2026-04-23T13:39:47Z
TA Copeland,Australia,,2026-04-23T13:39:47Z
TA Imlach,New Zealand,,2026-04-23T13:39:47Z
TA McGregor,,,2026-04-23T13:39:47Z
Tabish Khan,Pakistan,,2026-04-23T13:39:47Z
Taijul Islam,Bangladesh,,2026-04-23T13:39:47Z
TAM Siriwardana,Sri Lanka,,2026-04-23T13:39:47Z
Tamim Iqbal,Bangladesh,,2026-04-23T13:39:47Z
Tanvir Ahmed,Pakistan,,2026-04-23T13:39:47Z
Tanzim Hasan Sakib,Bangladesh,,2026-04-23T13:39:47Z
Tapash Baisya,Bangladesh,,2026-04-23T13:39:47Z
Taskin Ahmed,Bangladesh,,2026-04-23T13:39:47Z
Taufeeq Umar,Pakistan,,2026-04-23T13:39:47Z
TB de Bruyn,South Africa,,2026-04-23T13:39:47Z
TD Astle,New Zealand,,2026-04-23T13:39:47Z
TD Paine,Australia,,2026-04-23T13:39:47Z
TE Kane,,,2026-04-23T13:39:47Z
TE Tsiga,Zimbabwe,,2026-04-23T13:39:47Z
TG McIntosh,New Zealand,,2026-04-23T13:39:47Z
TG Southee,New Zealand,,2026-04-23T13:39:47Z
TJ Murtagh,Ireland,,2026-04-23T13:39:47Z
TJ Vlaeminck,Australia,,2026-04-23T13:39:47Z
TK Curran,England,,2026-04-23T13:39:47Z
TK Musakanda,Zimbabwe,,2026-04-23T13:39:47Z
TL Best,West Indies,,2026-04-23T13:39:47Z
TL Chatara,Zimbabwe,,2026-04-23T13:39:47Z
TL Chivanga,Zimbabwe,,2026-04-23T13:39:47Z
TL Moreki,South Africa,,2026-04-23T13:39:47Z
TL Tsolekile,South Africa,,2026-04-23T13:39:47Z
TM Dilshan,Sri Lanka,,2026-04-23T13:39:47Z
TM Dowlin,West Indies,,2026-04-23T13:39:47Z
TM Head,Australia,,2026-04-23T13:39:47Z
TM McGrath,Australia,,2026-04-23T13:39:47Z
TMK Mawoyo,Zimbabwe,,2026-04-23T13:39:47Z
TR Ambrose,England,,2026-04-23T13:39:47Z
TR Gripper,Zimbabwe,,2026-04-23T13:39:47Z
TS Chisoro,Zimbabwe,,2026-04-23T13:39:47Z
TS Roland-Jones,England,,2026-04-23T13:39:47Z
TS Sekhukhune,South Africa,,2026-04-23T13:39:47Z
TT Beaumont,England,,2026-04-23T13:39:47Z
TT Bresnan,England,,2026-04-23T13:39:47Z
TT Samaraweera,Sri Lanka,,2026-04-23T13:39:47Z
Tushar Imran,Bangladesh,,2026-04-23T13:39:47Z
TW Hartley,England,,2026-04-23T13:39:47Z
TWM Latham,New Zealand,,2026-04-23T13:39:47Z
UDU Chandana,Sri Lanka,,2026-04-23T13:39:47Z
Umar Akmal,Pakistan,,2026-04-23T13:39:47Z
Umar Amin,Pakistan,,2026-04-23T13:39:47Z
Umar Gul,Pakistan,,2026-04-23T13:39:47Z
Usman Salahuddin,Pakistan,,2026-04-23T13:39:47Z
Usman Shinwari,Pakistan,,2026-04-23T13:39:47Z
UT Khawaja,Australia,,2026-04-23T13:39:47Z
UT Yadav,India,,2026-04-23T13:39:47Z
UWMBCA Welegedara,Sri Lanka,,2026-04-23T13:39:47Z
V Kohli,India,,2026-04-23T13:39:47Z
V Masekesa,Zimbabwe,,2026-04-23T13:39:47Z
V Permaul,West Indies,,2026-04-23T13:39:47Z
V Sehwag,India,,2026-04-23T13:39:47Z
V Sibanda,Zimbabwe,,2026-04-23T13:39:47Z
VA Singh,India,,2026-04-23T13:39:47Z
VC Drakes,West Indies,,2026-04-23T13:39:47Z
VD Philander,South Africa,,2026-04-23T13:39:47Z
VM Nyauchi,Zimbabwe,,2026-04-23T13:39:47Z
VR Aaron,India,,2026-04-23T13:39:47Z
VRV Singh,India,,2026-04-23T13:39:47Z
VVS Laxman,India,,2026-04-23T13:39:47Z
W Jaffer,India,,2026-04-23T13:39:47Z
W Madhevere,Zimbabwe,,2026-04-23T13:39:47Z
W O'Rourke,,,2026-04-23T13:39:47Z
WA Young,New Zealand,,2026-04-23T13:39:47Z
Wahab Riaz,Pakistan,,2026-04-23T13:39:47Z
Waqar Younis,Pakistan,,2026-04-23T13:39:47Z
Washington Sundar,India,,2026-04-23T13:39:47Z
WB Rankin,Ireland,,2026-04-23T13:39:47Z
WD Parnell,South Africa,,2026-04-23T13:39:47Z
WER Somerville,New Zealand,,2026-04-23T13:39:47Z
WG Jacks,England,,2026-04-23T13:39:47Z
WJ Pucovski,Australia,,2026-04-23T13:39:47Z
WP Masakadza,Zimbabwe,,2026-04-23T13:39:47Z
WP Saha,India,,2026-04-23T13:39:47Z
WPUJC Vaas,Sri Lanka,,2026-04-23T13:39:47Z
WRS de Silva,Sri Lanka,,2026-04-23T13:39:47Z
WTS Porterfield,Ireland,,2026-04-23T13:39:47Z
WU Tharanga,Sri Lanka,,2026-04-23T13:39:47Z
WW Hinds,West Indies,,2026-04-23T13:39:47Z
XJ Doherty,Australia,,2026-04-23T13:39:47Z
XM Marshall,West Indies,,2026-04-23T13:39:47Z
Yasir Ali,Bangladesh,,2026-04-23T13:39:47Z
Yasir Ali Chowdhury,,,2026-04-23T13:39:47Z
Yasir Arafat,Pakistan,,2026-04-23T13:39:47Z
Yasir Hameed,Pakistan,,2026-04-23T13:39:47Z
Yasir Shah,Pakistan,,2026-04-23T13:39:47Z
YBK Jaiswal,India,,2026-04-23T13:39:47Z
YH Bhatia,,,2026-04-23T13:39:47Z
Younis Khan,Pakistan,,2026-04-23T13:39:47Z
Yousuf Youhana,Pakistan,,2026-04-23T13:39:47Z
Yuvraj Singh,India,,2026-04-23T13:39:47Z
Z Crawley,England,,2026-04-23T13:39:47Z
Z de Bruyn,South Africa,,2026-04-23T13:39:47Z
Z Khan,India,,2026-04-23T13:39:47Z
Zafar Gohar,Pakistan,,2026-04-23T13:39:47Z
Zahid Mahmood,Pakistan,,2026-04-23T13:39:47Z
Zakir Hasan,Bangladesh,,2026-04-23T13:39:47Z
ZGF Foulkes,England,,2026-04-23T13:39:47Z
Ziaur Rahman,Bangladesh,,2026-04-23T13:39:47Z
ZS Ansari,England,,2026-04-23T13:39:47Z
Zubayr Hamza,South Africa,,2026-04-23T13:39:47Z
Zulfiqar Babar,Pakistan,,2026-04-23T13:39:47Z
Zulqarnain Haider,Pakistan,,2026-04-23T13:39:47Z
